StockCode,lead_time,fence,shortfall,fill
22349,15,30,0,1.0
84199,15,30,0,1.0
23240,15,30,0,1.0
23307,15,30,0,1.0
22371,15,30,0,1.0
90054,15,30,0,1.0
22070,15,30,0,1.0
21801,15,30,0,1.0
23000,15,30,0,1.0
23184,15,30,0,1.0
21115,15,30,0,1.0
21277,15,30,0,1.0
21529,15,30,0,1.0
90003E,15,30,0,0.9963072424483265
84251F,15,30,0,1.0
20836,15,30,0,1.0
84595E,15,30,0,1.0
37489A,15,30,0,1.0
23147,15,30,0,1.0
21274,15,30,0,1.0
82482,15,30,0,1.0
21918,15,30,0,1.0
23077,15,30,0,1.0
21085,15,30,0,0.9999749411271309
84313A,15,30,0,1.0
23133,15,30,0,1.0
47505,15,30,0,1.0
23174,15,30,0,1.0
21282,15,30,0,1.0
21931,15,30,0,1.0
22365,15,30,0,1.0
82582,15,30,0,1.0
21519,15,30,0,1.0
84884A,15,30,0,0.9999691248425332
21672,15,30,0,1.0
21259,15,30,0,1.0
20724,15,30,0,1.0
90023,15,30,0,1.0
20725,15,30,0,1.0
22286,15,30,0,1.0
23224,15,30,0,1.0
90162D,15,30,0,1.0
85064,15,30,0,1.0
22077,15,30,0,1.0
35637C,15,30,0,1.0
23047,15,30,0,1.0
22120,15,30,0,1.0
20727,15,30,0,1.0
21578,15,30,0,1.0
23231,15,30,0,1.0
22993,15,30,0,1.0
90042C,15,30,0,1.0
77101A,15,30,0,1.0
23109,15,30,0,1.0
84970S,15,30,0,1.0
20977,15,30,0,1.0
22027,15,30,0,1.0
21756,15,30,0,1.0
22028,15,30,0,1.0
20671,15,30,0,1.0
20975,15,30,0,1.0
22297,15,30,0,1.0
21652,15,30,0,1.0
90003C,15,30,0,0.9940558538251598
22902,15,30,0,1.0
22846,15,30,0,1.0
44234,15,30,0,1.0
22554,15,30,0,1.0
20663,15,30,0,1.0
21768,15,30,0,1.0
22157,15,30,0,1.0
22107,15,30,0,1.0
90123A,15,30,0,0.9881795749422908
23245,15,30,0,1.0
20762,15,30,0,1.0
23145,15,30,0,1.0
90194,15,45,0,1.0
23204,15,45,0,1.0
21930,15,45,0,1.0
84564,15,45,0,1.0
22894,15,45,0,0.9997060205161556
20692,15,45,0,1.0
90035A,15,45,0,0.9696887686062247
51008,15,45,0,1.0
84510F,15,45,0,1.0
23192,15,45,0,1.0
37506,15,45,0,1.0
22597,15,45,0,1.0
90182C,15,45,0,1.0
84711A,15,45,0,1.0
84874B,15,45,0,1.0
85162C,15,45,0,1.0
90014C,15,45,0,1.0
21824,15,45,0,1.0
84816,15,45,0,0.9863771585644936
90064B,15,45,0,1.0
22274,15,45,0,1.0
47568,15,45,0,1.0
21651,15,45,0,1.0
35265,15,45,0,1.0
90124A,15,45,0,1.0
90065B,15,45,0,1.0
90011A,15,45,0,0.9781409388987197
90024D,15,45,0,1.0
47590B,15,45,0,1.0
22361,15,45,0,1.0
23322,15,45,0,1.0
23201,15,45,0,1.0
84906,15,45,0,1.0
84563B,15,45,0,1.0
85135C,15,45,0,0.999638258819116
21471,15,45,0,1.0
85015,15,45,0,1.0
22745,15,45,0,1.0
20894,15,45,0,1.0
90016B,15,45,0,1.0
16156L,15,45,0,1.0
79323S,15,45,0,1.0
85099B,15,45,0,1.0
22487,15,45,0,1.0
22349,15,45,0,1.0
84199,15,45,0,1.0
23240,15,45,0,1.0
23307,15,45,0,1.0
22371,15,45,0,1.0
90054,15,45,0,1.0
22070,15,45,0,1.0
21801,15,45,0,1.0
23000,15,45,0,1.0
23184,15,45,0,1.0
21115,15,45,0,1.0
21277,15,45,0,0.9921768306508216
21529,15,45,0,1.0
90003E,15,45,0,1.0
84251F,15,45,0,1.0
20836,15,45,0,0.9986785500950891
84595E,15,45,0,0.9992884504835368
37489A,15,45,0,0.9990003110079652
23147,15,45,0,1.0
21274,15,45,0,1.0
82482,15,45,0,1.0
21918,15,45,0,1.0
23077,15,45,0,1.0
21085,15,45,0,1.0
84313A,15,45,0,1.0
23133,15,45,0,1.0
47505,15,45,0,1.0
23174,15,45,0,1.0
21282,15,45,0,0.9987416518200394
21931,15,45,0,1.0
22365,15,45,0,1.0
82582,15,45,0,0.9999813099509294
21519,15,45,0,1.0
84884A,15,45,0,1.0
21672,15,45,0,1.0
21259,15,45,0,1.0
20724,15,45,0,1.0
90023,15,45,0,1.0
20725,15,45,0,1.0
22286,15,45,0,0.999885513248138
23224,15,45,0,1.0
90162D,15,45,0,1.0
85064,15,45,0,1.0
22077,15,45,0,1.0
35637C,15,45,0,1.0
23047,15,45,0,0.9857611178613153
22120,15,45,0,1.0
20727,15,45,0,1.0
21578,15,45,0,1.0
23231,15,45,0,1.0
22993,15,45,0,1.0
90042C,15,45,0,1.0
77101A,15,45,0,1.0
23109,15,45,0,1.0
84970S,15,45,0,1.0
20977,15,45,0,1.0
22027,15,45,0,1.0
21756,15,45,0,1.0
22028,15,45,0,1.0
20671,15,45,0,1.0
20975,15,45,0,1.0
22297,15,45,0,1.0
21652,15,45,0,1.0
90003C,15,45,0,0.9986577196323396
22902,15,45,0,1.0
22846,15,45,0,1.0
44234,15,45,0,1.0
22554,15,45,0,1.0
20663,15,45,0,0.9998680727793461
21768,15,45,0,1.0
22157,15,45,0,1.0
22107,15,45,0,0.9994480015171734
90123A,15,45,0,0.9881795749422908
23245,15,45,0,1.0
20762,15,45,0,1.0
23145,15,45,0,1.0
90194,15,60,0,1.0
23204,15,60,0,1.0
21930,15,60,0,1.0
84564,15,60,0,1.0
22894,15,60,0,0.9993820723297328
20692,15,60,0,1.0
90035A,15,60,0,0.9696887686062247
51008,15,60,0,0.9999973520253789
84510F,15,60,0,1.0
23192,15,60,0,1.0
37506,15,60,0,1.0
22597,15,60,0,1.0
90182C,15,60,0,1.0
84711A,15,60,0,1.0
84874B,15,60,0,1.0
85162C,15,60,0,1.0
90014C,15,60,0,0.9880301681631567
21824,15,60,0,1.0
84816,15,60,0,0.9891982434351103
90064B,15,60,0,0.9919856744317507
22274,15,60,0,1.0
47568,15,60,0,1.0
21651,15,60,0,1.0
35265,15,60,0,1.0
90124A,15,60,0,1.0
90065B,15,60,0,1.0
90011A,15,60,0,0.9781409388987197
90024D,15,60,0,0.9729164051914202
47590B,15,60,0,1.0
22361,15,60,0,1.0
23322,15,60,0,1.0
23201,15,60,0,1.0
84906,15,60,0,1.0
84563B,15,60,0,1.0
85135C,15,60,0,0.999638258819116
21471,15,60,0,1.0
85015,15,60,0,0.9998387757738941
22745,15,60,0,1.0
20894,15,60,0,1.0
90016B,15,60,0,1.0
16156L,15,60,0,0.9997683820567682
79323S,15,60,0,1.0
85099B,15,60,0,1.0
22487,15,60,0,1.0
22349,15,60,0,1.0
84199,15,60,0,1.0
23240,15,60,0,1.0
23307,15,60,0,1.0
22371,15,60,0,1.0
90054,15,60,0,0.9858122798465495
22070,15,60,0,1.0
21801,15,60,0,1.0
23000,15,60,0,1.0
23184,15,60,0,1.0
21115,15,60,0,1.0
21277,15,60,0,0.9964316344666507
21529,15,60,0,1.0
90003E,15,60,0,0.9910702080504687
84251F,15,60,0,1.0
20836,15,60,0,1.0
84595E,15,60,0,0.9995517811695181
37489A,15,60,0,0.995860065584751
23147,15,60,0,1.0
21274,15,60,0,1.0
82482,15,60,0,1.0
21918,15,60,0,1.0
23077,15,60,0,1.0
21085,15,60,0,1.0
84313A,15,60,0,1.0
23133,15,60,0,1.0
47505,15,60,0,1.0
23174,15,60,0,0.999949437399015
21282,15,60,0,1.0
21931,15,60,0,1.0
22365,15,60,0,0.9998246251358527
82582,15,60,0,0.9999896989226711
21519,15,60,0,1.0
84884A,15,60,0,0.9999420285591304
21672,15,60,0,1.0
21259,15,60,0,1.0
20724,15,60,0,1.0
90023,15,60,0,1.0
20725,15,60,0,1.0
22286,15,60,0,0.9998909175772824
23224,15,60,0,1.0
90162D,15,60,0,1.0
85064,15,60,0,1.0
22077,15,60,0,1.0
35637C,15,60,0,1.0
23047,15,60,0,0.9960537823519848
22120,15,60,0,1.0
20727,15,60,0,1.0
21578,15,60,0,1.0
23231,15,60,0,1.0
22993,15,60,0,1.0
90042C,15,60,0,1.0
77101A,15,60,0,1.0
23109,15,60,0,1.0
84970S,15,60,0,1.0
20977,15,60,0,1.0
22027,15,60,0,1.0
21756,15,60,0,1.0
22028,15,60,0,1.0
20671,15,60,0,1.0
20975,15,60,0,1.0
22297,15,60,0,1.0
21652,15,60,0,1.0
90003C,15,60,0,0.9918923880254021
22902,15,60,0,1.0
22846,15,60,0,1.0
44234,15,60,0,1.0
22554,15,60,0,1.0
20663,15,60,0,0.999987754421421
21768,15,60,0,1.0
22157,15,60,0,1.0
22107,15,60,0,0.9996286102835181
90123A,15,60,0,0.980629419799897
23245,15,60,0,1.0
20762,15,60,0,1.0
23145,15,60,0,1.0
90194,15,80,0,1.0
23204,15,80,0,1.0
21930,15,80,0,1.0
84564,15,80,0,1.0
22894,15,80,0,0.9998347393912184
20692,15,80,0,1.0
90035A,15,80,0,0.9696887686062247
51008,15,80,0,1.0
84510F,15,80,0,1.0
23192,15,80,0,1.0
37506,15,80,0,1.0
22597,15,80,0,1.0
90182C,15,80,0,1.0
84711A,15,80,0,1.0
84874B,15,80,0,1.0
85162C,15,80,0,1.0
90014C,15,80,0,1.0
21824,15,80,0,1.0
84816,15,80,0,0.9870032262181843
90064B,15,80,0,1.0
22274,15,80,0,1.0
47568,15,80,0,1.0
21651,15,80,0,1.0
35265,15,80,0,1.0
90124A,15,80,0,1.0
90065B,15,80,0,1.0
90011A,15,80,0,0.9645414995350896
90024D,15,80,0,0.9996621285509922
47590B,15,80,0,1.0
22361,15,80,0,1.0
23322,15,80,0,1.0
23201,15,80,0,1.0
84906,15,80,0,1.0
84563B,15,80,0,1.0
85135C,15,80,0,0.999638258819116
21471,15,80,0,1.0
85015,15,80,0,1.0
22745,15,80,0,1.0
20894,15,80,0,1.0
90016B,15,80,0,1.0
16156L,15,80,0,1.0
79323S,15,80,0,1.0
85099B,15,80,0,1.0
22487,15,80,0,0.9997915515442793
22349,15,80,0,1.0
84199,15,80,0,1.0
23240,15,80,0,1.0
23307,15,80,0,1.0
22371,15,80,0,1.0
90054,15,80,0,1.0
22070,15,80,0,1.0
21801,15,80,0,1.0
23000,15,80,0,1.0
23184,15,80,0,1.0
21115,15,80,0,1.0
21277,15,80,0,0.9883282666777349
21529,15,80,0,1.0
90003E,15,80,0,1.0
84251F,15,80,0,1.0
20836,15,80,0,1.0
84595E,15,80,0,0.9997544764635103
37489A,15,80,0,1.0
23147,15,80,0,1.0
21274,15,80,0,1.0
82482,15,80,0,1.0
21918,15,80,0,1.0
23077,15,80,0,1.0
21085,15,80,0,1.0
84313A,15,80,0,1.0
23133,15,80,0,1.0
47505,15,80,0,1.0
23174,15,80,0,1.0
21282,15,80,0,0.9993133995755815
21931,15,80,0,1.0
22365,15,80,0,1.0
82582,15,80,0,1.0
21519,15,80,0,1.0
84884A,15,80,0,1.0
21672,15,80,0,1.0
21259,15,80,0,1.0
20724,15,80,0,1.0
90023,15,80,0,1.0
20725,15,80,0,1.0
22286,15,80,0,0.9998451211211778
23224,15,80,0,1.0
90162D,15,80,0,1.0
85064,15,80,0,0.9999115544209884
22077,15,80,0,1.0
35637C,15,80,0,1.0
23047,15,80,0,1.0
22120,15,80,0,1.0
20727,15,80,0,1.0
21578,15,80,0,1.0
23231,15,80,0,1.0
22993,15,80,0,1.0
90042C,15,80,0,1.0
77101A,15,80,0,1.0
23109,15,80,0,1.0
84970S,15,80,0,1.0
20977,15,80,0,1.0
22027,15,80,0,1.0
21756,15,80,0,1.0
22028,15,80,0,1.0
20671,15,80,0,1.0
20975,15,80,0,0.9999737977240217
22297,15,80,0,1.0
21652,15,80,0,1.0
90003C,15,80,0,0.9917544693228959
22902,15,80,0,1.0
22846,15,80,0,1.0
44234,15,80,0,1.0
22554,15,80,0,1.0
20663,15,80,0,1.0
21768,15,80,0,1.0
22157,15,80,0,1.0
22107,15,80,0,0.9998776803111659
90123A,15,80,0,0.9786886192041212
23245,15,80,0,1.0
20762,15,80,0,1.0
23145,15,80,0,1.0
90194,15,100,0,1.0
23204,15,100,0,1.0
21930,15,100,0,1.0
84564,15,100,0,1.0
22894,15,100,0,0.9999894118426175
20692,15,100,0,1.0
90035A,15,100,0,0.9696887686062247
51008,15,100,0,1.0
84510F,15,100,0,1.0
23192,15,100,0,1.0
37506,15,100,0,1.0
22597,15,100,0,1.0
90182C,15,100,0,1.0
84711A,15,100,0,1.0
84874B,15,100,0,1.0
85162C,15,100,0,1.0
90014C,15,100,0,0.994069269525959
21824,15,100,0,1.0
84816,15,100,0,1.0
90064B,15,100,0,0.9966996456367329
22274,15,100,0,1.0
47568,15,100,0,1.0
21651,15,100,0,1.0
35265,15,100,0,1.0
90124A,15,100,0,1.0
90065B,15,100,0,1.0
90011A,15,100,0,0.9781409388987197
90024D,15,100,0,0.9710323091976305
47590B,15,100,0,1.0
22361,15,100,0,1.0
23322,15,100,0,1.0
23201,15,100,0,1.0
84906,15,100,0,1.0
84563B,15,100,0,1.0
85135C,15,100,0,0.999638258819116
21471,15,100,0,1.0
85015,15,100,0,0.9999361877793007
22745,15,100,0,1.0
20894,15,100,0,1.0
90016B,15,100,0,1.0
16156L,15,100,0,1.0
79323S,15,100,0,1.0
85099B,15,100,0,1.0
22487,15,100,0,1.0
22349,15,100,0,1.0
84199,15,100,0,1.0
23240,15,100,0,1.0
23307,15,100,0,1.0
22371,15,100,0,1.0
90054,15,100,0,0.9929515334070532
22070,15,100,0,1.0
21801,15,100,0,1.0
23000,15,100,0,1.0
23184,15,100,0,1.0
21115,15,100,0,1.0
21277,15,100,0,1.0
21529,15,100,0,1.0
90003E,15,100,0,1.0
84251F,15,100,0,1.0
20836,15,100,0,1.0
84595E,15,100,0,1.0
37489A,15,100,0,0.9961794414108917
23147,15,100,0,1.0
21274,15,100,0,1.0
82482,15,100,0,1.0
21918,15,100,0,1.0
23077,15,100,0,1.0
21085,15,100,0,1.0
84313A,15,100,0,1.0
23133,15,100,0,1.0
47505,15,100,0,1.0
23174,15,100,0,1.0
21282,15,100,0,1.0
21931,15,100,0,1.0
22365,15,100,0,1.0
82582,15,100,0,1.0
21519,15,100,0,1.0
84884A,15,100,0,0.9999543952740214
21672,15,100,0,1.0
21259,15,100,0,1.0
20724,15,100,0,1.0
90023,15,100,0,1.0
20725,15,100,0,1.0
22286,15,100,0,1.0
23224,15,100,0,1.0
90162D,15,100,0,1.0
85064,15,100,0,1.0
22077,15,100,0,1.0
35637C,15,100,0,1.0
23047,15,100,0,1.0
22120,15,100,0,1.0
20727,15,100,0,1.0
21578,15,100,0,1.0
23231,15,100,0,1.0
22993,15,100,0,1.0
90042C,15,100,0,1.0
77101A,15,100,0,1.0
23109,15,100,0,1.0
84970S,15,100,0,1.0
20977,15,100,0,1.0
22027,15,100,0,1.0
21756,15,100,0,1.0
22028,15,100,0,1.0
20671,15,100,0,1.0
20975,15,100,0,0.9999872211400703
22297,15,100,0,1.0
21652,15,100,0,0.9993680618089648
90003C,15,100,0,0.9969009406874109
22902,15,100,0,1.0
22846,15,100,0,1.0
44234,15,100,0,1.0
22554,15,100,0,1.0
20663,15,100,0,1.0
21768,15,100,0,1.0
22157,15,100,0,1.0
22107,15,100,0,1.0
90123A,15,100,0,0.9815553028278263
23245,15,100,0,1.0
20762,15,100,0,1.0
23145,15,100,0,1.0
90194,15,120,0,1.0
23204,15,120,0,1.0
21930,15,120,0,1.0
84564,15,120,0,1.0
22894,15,120,0,0.9999700187210256
20692,15,120,0,1.0
90035A,15,120,0,0.9696887686062247
51008,15,120,0,1.0
84510F,15,120,0,1.0
23192,15,120,0,1.0
37506,15,120,0,1.0
22597,15,120,0,1.0
90182C,15,120,0,1.0
84711A,15,120,0,0.9907788161957237
84874B,15,120,0,1.0
85162C,15,120,0,1.0
90014C,15,120,0,1.0
21824,15,120,0,1.0
84816,15,120,0,1.0
90064B,15,120,0,1.0
22274,15,120,0,1.0
47568,15,120,0,1.0
21651,15,120,0,1.0
35265,15,120,0,1.0
90124A,15,120,0,1.0
90065B,15,120,0,1.0
90011A,15,120,0,0.9781409388987197
90024D,15,120,0,1.0
47590B,15,120,0,1.0
22361,15,120,0,1.0
23322,15,120,0,1.0
23201,15,120,0,1.0
84906,15,120,0,1.0
84563B,15,120,0,1.0
85135C,15,120,0,0.999638258819116
21471,15,120,0,1.0
85015,15,120,0,1.0
22745,15,120,0,1.0
20894,15,120,0,1.0
90016B,15,120,0,1.0
16156L,15,120,0,1.0
79323S,15,120,0,1.0
85099B,15,120,0,1.0
22487,15,120,0,1.0
22349,15,120,0,0.9998248167945697
84199,15,120,0,1.0
23240,15,120,0,1.0
23307,15,120,0,1.0
22371,15,120,0,1.0
90054,15,120,0,1.0
22070,15,120,0,1.0
21801,15,120,0,0.9999620097565219
23000,15,120,0,1.0
23184,15,120,0,1.0
21115,15,120,0,1.0
21277,15,120,0,0.9925819618150383
21529,15,120,0,1.0
90003E,15,120,0,0.978442981988024
84251F,15,120,0,1.0
20836,15,120,0,1.0
84595E,15,120,0,1.0
37489A,15,120,0,0.9982444313586281
23147,15,120,0,1.0
21274,15,120,0,1.0
82482,15,120,0,1.0
21918,15,120,0,1.0
23077,15,120,0,1.0
21085,15,120,0,1.0
84313A,15,120,0,1.0
23133,15,120,0,1.0
47505,15,120,0,1.0
23174,15,120,0,1.0
21282,15,120,0,1.0
21931,15,120,0,1.0
22365,15,120,0,1.0
82582,15,120,0,0.9999692161728225
21519,15,120,0,1.0
84884A,15,120,0,1.0
21672,15,120,0,1.0
21259,15,120,0,1.0
20724,15,120,0,1.0
90023,15,120,0,1.0
20725,15,120,0,1.0
22286,15,120,0,1.0
23224,15,120,0,1.0
90162D,15,120,0,1.0
85064,15,120,0,0.9999369655203829
22077,15,120,0,1.0
35637C,15,120,0,1.0
23047,15,120,0,0.9986741875854526
22120,15,120,0,1.0
20727,15,120,0,1.0
21578,15,120,0,1.0
23231,15,120,0,1.0
22993,15,120,0,1.0
90042C,15,120,0,1.0
77101A,15,120,0,1.0
23109,15,120,0,1.0
84970S,15,120,0,1.0
20977,15,120,0,1.0
22027,15,120,0,1.0
21756,15,120,0,1.0
22028,15,120,0,1.0
20671,15,120,0,1.0
20975,15,120,0,1.0
22297,15,120,0,1.0
21652,15,120,0,1.0
90003C,15,120,0,0.9897352533565834
22902,15,120,0,1.0
22846,15,120,0,1.0
44234,15,120,0,1.0
22554,15,120,0,1.0
20663,15,120,0,1.0
21768,15,120,0,1.0
22157,15,120,0,1.0
22107,15,120,0,0.9999722551186042
90123A,15,120,0,0.9795339235771097
23245,15,120,0,1.0
20762,15,120,0,1.0
23145,15,120,0,1.0
90194,30,15,15,0.6785714285714286
23204,30,15,15,0.7153707400957948
21930,30,15,15,0.7207674390856984
84564,30,15,15,1.0
22894,30,15,15,0.642530949346473
20692,30,15,15,0.7862622581392966
90035A,30,15,15,0.6363554352728913
51008,30,15,15,0.7690721135419681
84510F,30,15,15,0.03254423958077546
23192,30,15,15,0.6489648920079651
37506,30,15,15,0.7062095925424747
22597,30,15,15,0.6493715137164564
90182C,30,15,15,0.5600360847992782
84711A,30,15,15,0.6966416533398943
84874B,30,15,15,0.5421348865486066
85162C,30,15,15,0.6679638391906123
90014C,30,15,15,0.6437753721244925
21824,30,15,15,0.6544276880687698
84816,30,15,15,0.7241379310344828
90064B,30,15,15,0.6295669824086604
22274,30,15,15,0.8543256720608314
47568,30,15,15,0.7210643950710379
21651,30,15,15,0.7025264473553667
35265,30,15,15,0.6287981301513101
90124A,30,15,15,0.8421052631578947
90065B,30,15,15,0.878815215757029
90011A,30,15,15,0.726319350473613
90024D,30,15,15,0.5568335588633289
47590B,30,15,15,0.7405547641725292
22361,30,15,15,0.7665557661864385
23322,30,15,15,0.5958224680511357
23201,30,15,15,0.679058864795383
84906,30,15,15,0.7014925373134329
84563B,30,15,15,0.7557785185429662
85135C,30,15,15,0.6948780128351131
21471,30,15,15,0.7111332510520587
85015,30,15,15,0.8049569176167526
22745,30,15,15,0.690766503626701
20894,30,15,15,0.7237834912043302
90016B,30,15,15,0.625
16156L,30,15,15,0.709211289387203
79323S,30,15,15,1.0
85099B,30,15,15,0.6936931672082096
22487,30,15,15,0.762638700947226
22349,30,15,15,0.4773773272020876
84199,30,15,15,1.0
23240,30,15,15,0.7258245960664035
23307,30,15,15,0.69794460902544
22371,30,15,15,0.6795222672761089
90054,30,15,15,0.6666666666666667
22070,30,15,15,0.5323480308595326
21801,30,15,15,0.5977808873302898
23000,30,15,15,0.7172707328636675
23184,30,15,15,0.674419324772483
21115,30,15,15,0.7272727272727273
21277,30,15,15,0.6993287166016611
21529,30,15,15,0.747191011235955
90003E,30,15,15,0.7142857142857143
84251F,30,15,15,0.750530163795367
20836,30,15,15,0.6117320703653586
84595E,30,15,15,0.7195423589698086
37489A,30,15,15,0.6666666666666667
23147,30,15,15,0.6757078867960027
21274,30,15,15,0.7089594758208104
82482,30,15,15,0.6828085306829432
21918,30,15,15,0.7321819583748876
23077,30,15,15,0.7023523763802209
21085,30,15,15,0.9135802469135803
84313A,30,15,15,0.7333333333333334
23133,30,15,15,0.6834320243364747
47505,30,15,15,0.5274390243902439
23174,30,15,15,0.6732373580367248
21282,30,15,15,0.8472222222222222
21931,30,15,15,0.7087354236372343
22365,30,15,15,0.6878131492218392
82582,30,15,15,0.6862426035502959
21519,30,15,15,0.7027220536561729
84884A,30,15,15,0.6682327631006691
21672,30,15,15,0.6877721210154355
21259,30,15,15,0.7163094172119042
20724,30,15,15,0.7081868533421958
90023,30,15,15,0.710257104194858
20725,30,15,15,0.6969463660019775
22286,30,15,15,0.8650616226987676
23224,30,15,15,0.6382370521946086
90162D,30,15,15,0.7920613441587732
85064,30,15,15,0.6764369255933773
22077,30,15,15,0.6983241910967926
35637C,30,15,15,0.4290052553733833
23047,30,15,15,0.6775232140357427
22120,30,15,15,0.6680183279190948
20727,30,15,15,0.6813239349077469
21578,30,15,15,0.6668435013262599
23231,30,15,15,0.7073142566631143
22993,30,15,15,0.6808814634846434
90042C,30,15,15,0.5585128649448505
77101A,30,15,15,0.5196038123217881
23109,30,15,15,0.5634915312124684
84970S,30,15,15,0.7120408299222487
20977,30,15,15,0.6864637710795346
22027,30,15,15,0.6966022069266907
21756,30,15,15,0.7344135149680284
22028,30,15,15,0.7080375200128262
20671,30,15,15,0.7025543939930762
20975,30,15,15,0.7200204364996269
22297,30,15,15,0.7266616878267363
21652,30,15,15,0.7133550488599348
90003C,30,15,15,0.7205526009377852
22902,30,15,15,0.6652495658237016
22846,30,15,15,0.6940076390720059
44234,30,15,15,0.6542682507281943
22554,30,15,15,0.6757756337504596
20663,30,15,15,0.5308139519841033
21768,30,15,15,0.4818675598683523
22157,30,15,15,0.6329442282749675
22107,30,15,15,0.6751829004493551
90123A,30,15,15,0.664650163177585
23245,30,15,15,0.6930942268365581
20762,30,15,15,0.9303588041271991
23145,30,15,15,0.6892711788249412
90194,30,30,0,0.8096895950421297
23204,30,30,0,0.8315509837381163
21930,30,30,0,0.8289866113235954
84564,30,30,0,1.0
22894,30,30,0,0.797592688968258
20692,30,30,0,0.8639515011671851
90035A,30,30,0,0.7696887686062246
51008,30,30,0,0.8339513101887237
84510F,30,30,0,0.03553787438921896
23192,30,30,0,0.8289432517130907
37506,30,30,0,0.7947228571035364
22597,30,30,0,0.7965148950807359
90182C,30,30,0,0.7901405749011461
84711A,30,30,0,0.8251475913675447
84874B,30,30,0,0.782608695652174
85162C,30,30,0,0.8074312082847366
90014C,30,30,0,0.7440798376184032
21824,30,30,0,0.7607976824307501
84816,30,30,0,0.8372276990039832
90064B,30,30,0,0.8403247631935047
22274,30,30,0,0.8954593305662606
47568,30,30,0,0.8487063782943016
21651,30,30,0,0.7903806497237948
35265,30,30,0,0.7852519724338375
90124A,30,30,0,0.9102088999117075
90065B,30,30,0,0.8989625620207486
90011A,30,30,0,0.8219440685611186
90024D,30,30,0,0.8001825632428412
47590B,30,30,0,0.895072279760853
22361,30,30,0,0.8538815567079857
23322,30,30,0,0.8109623522336145
23201,30,30,0,0.8230937263166814
84906,30,30,0,0.7667734130834358
84563B,30,30,0,0.82664941345707
85135C,30,30,0,0.8268507427480444
21471,30,30,0,0.8334842051444167
85015,30,30,0,0.9331757035090696
22745,30,30,0,0.8248360804150316
20894,30,30,0,0.8116892523788134
90016B,30,30,0,0.7742786026297352
16156L,30,30,0,0.8140718960900808
79323S,30,30,0,1.0
85099B,30,30,0,0.8418913775780283
22487,30,30,0,0.8476222240867852
22349,30,30,0,0.5603580731393301
84199,30,30,0,1.0
23240,30,30,0,0.8289779264754535
23307,30,30,0,0.8476041661005003
22371,30,30,0,0.8324990757201838
90054,30,30,0,0.8593363819328682
22070,30,30,0,0.6633584473237684
21801,30,30,0,0.803988439047523
23000,30,30,0,0.8216910905505878
23184,30,30,0,0.8257482182896946
21115,30,30,0,0.7880237006541575
21277,30,30,0,0.8426674701083304
21529,30,30,0,0.7899156409684913
90003E,30,30,0,0.7854091545947797
84251F,30,30,0,0.8608470384581755
20836,30,30,0,0.8004853359811326
84595E,30,30,0,0.8875361705582293
37489A,30,30,0,0.8291797425653616
23147,30,30,0,0.8242996832041827
21274,30,30,0,0.8473207646370131
82482,30,30,0,0.8395195163654363
21918,30,30,0,0.8338431498988657
23077,30,30,0,0.8253718049269128
21085,30,30,0,1.0
84313A,30,30,0,0.8221861550728327
23133,30,30,0,0.7823277733529524
47505,30,30,0,0.8322995349170033
23174,30,30,0,0.8819414831907706
21282,30,30,0,0.9119493309276803
21931,30,30,0,0.8417608420512679
22365,30,30,0,0.8199808972827259
82582,30,30,0,0.8345670234533167
21519,30,30,0,0.8355209595186357
84884A,30,30,0,0.8738125530052868
21672,30,30,0,0.8370479209049928
21259,30,30,0,0.8529226885236095
20724,30,30,0,0.8376309184326909
90023,30,30,0,0.8162617504836489
20725,30,30,0,0.8414718165512138
22286,30,30,0,0.9735321766502534
23224,30,30,0,0.8781861315345849
90162D,30,30,0,0.8352342290096013
85064,30,30,0,0.7414733137752063
22077,30,30,0,0.8462037441696456
35637C,30,30,0,0.8390488276332514
23047,30,30,0,0.8099213614729213
22120,30,30,0,0.8290291451948644
20727,30,30,0,0.8217853157158956
21578,30,30,0,0.8326181259364729
23231,30,30,0,0.8380177229107378
22993,30,30,0,0.827299519434826
90042C,30,30,0,0.5800955987578003
77101A,30,30,0,0.6623396811788835
23109,30,30,0,0.7985107755827575
84970S,30,30,0,0.8440557727717345
20977,30,30,0,0.852444532429783
22027,30,30,0,0.8337233055928588
21756,30,30,0,0.8380770531070105
22028,30,30,0,0.816446743046903
20671,30,30,0,0.8195110542076994
20975,30,30,0,0.8373931068142156
22297,30,30,0,0.8506099891304877
21652,30,30,0,0.8500137849884827
90003C,30,30,0,0.8391998764087674
22902,30,30,0,0.8456385424647457
22846,30,30,0,0.8360729909216341
44234,30,30,0,0.6126005582032418
22554,30,30,0,0.8343670771997993
20663,30,30,0,0.5396393762435413
21768,30,30,0,0.7499961332359555
22157,30,30,0,0.8506262834065517
22107,30,30,0,0.8257274320346081
90123A,30,30,0,0.7267038711848659
23245,30,30,0,0.8454773402587994
20762,30,30,0,0.9731407942279137
23145,30,30,0,0.8432303433659292
90194,30,45,0,0.8869062006298182
23204,30,45,0,0.9961482677344344
21930,30,45,0,0.995295630896475
84564,30,45,0,1.0
22894,30,45,0,0.995376146870776
20692,30,45,0,0.9894411522933831
90035A,30,45,0,0.9080869405347947
51008,30,45,0,0.997407704075068
84510F,30,45,0,0.9992619229748166
23192,30,45,0,0.971361002363409
37506,30,45,0,0.931768602611396
22597,30,45,0,0.9861519043309784
90182C,30,45,0,0.9833320392771844
